Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Eritrea,ERI,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,1837600883,2134241556,2643410806,2811169592,3053085995,3373308213,3508027572,3570032621,3506504684,3882334366,4040941342,3995622453,4151458428,4414188411,4510019767,4705298981,4314353633,4514907120,4650579875,5164760114,,,,,,,,,3506504684
Spain,ESP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,5.25E+11,5.56E+11,5.74E+11,5.84E+11,6.02E+11,6.40E+11,6.66E+11,7.09E+11,7.58E+11,7.99E+11,8.70E+11,9.25E+11,9.98E+11,1.05E+12,1.11E+12,1.19E+12,1.34E+12,1.43E+12,1.49E+12,1.46E+12,1.46E+12,1.46E+12,1.47E+12,1.50E+12,1.55E+12,1.62E+12,1.74E+12,1.85E+12,1.97E+12,2.05E+12,8.70E+11
Estonia,EST,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,,,,,,,12670546770,13621104465,15237943835,16939509412,18680766872,21499501319,24581739979,27413708748,28932126116,26669750106,27497234740,31230453479,33215561266,35556368008,37217445767,37811860560,40623928434,43666319708,48573289380,51845107921,12670546770
Ethiopia,ETH,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,19767810668,18978622954,17716884363,20423136443,21512534829,23392007273,26853621741,28001808677,27413036842,29292652452,31745637945,35172862660,36248494910,36093154300,42154715214,48770743849,55711548425,63968631877,72249612441,79048767485,89796448911,1.02E+11,1.12E+11,1.22E+11,1.48E+11,1.66E+11,1.94E+11,2.14E+11,2.34E+11,2.58E+11,31745637945
European Union,EUU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,6.18E+12,6.49E+12,6.71E+12,6.84E+12,7.17E+12,7.53E+12,7.81E+12,8.14E+12,8.52E+12,8.89E+12,9.47E+12,9.93E+12,1.04E+13,1.06E+13,1.12E+13,1.17E+13,1.27E+13,1.35E+13,1.42E+13,1.40E+13,1.45E+13,1.52E+13,1.54E+13,1.60E+13,1.65E+13,1.69E+13,1.81E+13,1.91E+13,2.06E+13,2.14E+13,9.47E+12
Fragile and conflict affected situations,FCS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,7.34E+11,7.96E+11,8.63E+11,9.05E+11,9.33E+11,9.83E+11,1.05E+12,1.13E+12,1.22E+12,1.28E+12,1.34E+12,1.43E+12,1.46E+12,1.45E+12,1.70E+12,1.87E+12,2.12E+12,2.32E+12,2.52E+12,2.63E+12,2.81E+12,2.82E+12,3.13E+12,3.31E+12,3.46E+12,3.39E+12,3.40E+12,3.58E+12,3.72E+12,3.89E+12,1.34E+12
Finland,FIN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,88712468951,85414050404,83361149761,84206855822,90080038367,96886149558,1.00E+11,1.10E+11,1.19E+11,1.27E+11,1.38E+11,1.44E+11,1.49E+11,1.50E+11,1.64E+11,1.69E+11,1.83E+11,2.00E+11,2.13E+11,2.05E+11,2.12E+11,2.21E+11,2.22E+11,2.27E+11,2.30E+11,2.35E+11,2.48E+11,2.63E+11,2.84E+11,2.95E+11,1.38E+11
Fiji,FJI,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2951975836,2990515338,3231832526,3377155653,3572573626,3845653429,4132523698,4091403086,4124350134,4552957990,4827120097,4892822205,5214236792,5323698867,5754894934,6061204527,6025609710,6241924316,6412425533,6507160715,6593677900,6915585235,7364419164,8093223041,9375291022,10126984896,10412234871,10852371080,11723083289,11674220179,4827120097
France,FRA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1.03E+12,1.07E+12,1.12E+12,1.14E+12,1.19E+12,1.24E+12,1.28E+12,1.35E+12,1.42E+12,1.50E+12,1.62E+12,1.72E+12,1.78E+12,1.78E+12,1.85E+12,1.96E+12,2.10E+12,2.23E+12,2.31E+12,2.30E+12,2.39E+12,2.51E+12,2.53E+12,2.67E+12,2.72E+12,2.78E+12,2.92E+12,3.06E+12,3.29E+12,3.49E+12,1.62E+12
"Micronesia, Fed. Sts.",FSM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,245069248.4,249853979,259946989.9,255523926.2,236053041.4,243322584,256128160.8,274330744.6,284999418.8,290109959.6,299484123.1,301947436.8,319226676.4,328724559.5,333493224.9,327679791.6,343956873.2,348030813.4,364901630.8,370710582.1,374936332.9,372768708.2,433505547.9,433439938.1,442285610.1,409850573.2,,274330744.6
Gabon,GAB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,10625804720,11668738436,11232975956,11768623427,12815114720,13511701592,14260653901,15330768531,16380689930,15019533352,14560360617,15533771682,16373734922,16685199606,16403352231,18466927311,17838899425,19077719138,18981183917,19713699136,20931794546,22729974762,24187166237,24803028471,27448373202,26252661543,26457471076,29027529829,29906758007,31177283209,14560360617
United Kingdom,GBR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,9.91E+11,1.02E+12,1.06E+12,1.11E+12,1.19E+12,1.15E+12,1.23E+12,1.32E+12,1.39E+12,1.43E+12,1.56E+12,1.65E+12,1.74E+12,1.83E+12,1.93E+12,2.00E+12,2.11E+12,2.17E+12,2.24E+12,2.17E+12,2.29E+12,2.36E+12,2.41E+12,2.51E+12,2.61E+12,2.71E+12,2.83E+12,2.99E+12,3.19E+12,3.28E+12,1.56E+12
Georgia,GEO,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,12565613839,9001122445,8229781481,8387220330,9709747614,11578867045,12264779697,12795072558,12812347804,13640959607,14569475553,16469948353,18107946227,20363417405,23213208362,26381442636,27320718271,26539639996,28134208186,30519613226,36257009738,38723289570,42492961934,44015459771,45709833895,48180654830,52306949991,56785199727,12812347804
Ghana,GHA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,18062179063,19667253113,20920705560,22422977214,23634134138,25118846975,26753857375,28380635642,30032352656,31787654042,33524661533,35837806716,38027118474,40731393775,44150796114,48520510273,53260838518,57103190637,63642248133,67264314067,72467930100,83129912556,93322034398,1.37E+11,1.44E+11,1.41E+11,1.37E+11,1.42E+11,1.55E+11,1.68E+11,33524661533
Guinea,GIN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,5393629791,5725065583,6099201243,6639844617,7069404389,7549200483,8023969936,8547385119,8933379453,9477266925,9920584638,10462471265,11331169912,11200008288,11747421639,12286469669,13565822730,14875616094,15743740199,15496590608,16665347466,17815489450,18819737532,18776195192,19471089653,20460340883,23977048840,29033817415,31212204477,33846356854,9920584638
"Gambia, The",GMB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1402746938,1514847657,1613054156,1703517807,1744997282,1809868933,1882726598,1984215522,2072537127,2226833749,2391096788,2579595445,2507399451,2780913260,3137919845,3158295371,3229331373,3429568509,3729476358,3996504313,4281627558,4002461735,4103967195,4076131551,4006121656,4207793059,4362686912,4502345653,4952386445,5359678708,2391096788
Guinea-Bissau,GNB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,963028105.7,1032591251,1071830473,1116998081,1180699762,1250199438,1422606902,1554061523,1120921081,1151893437,1245250078,1290990559,1324865081,1354249894,1434589411,1542192302,1642203213,1749063682,1820547734,1902652561,2030006201,2262774007,2187093804,2205787896,2415238570,2842389875,3191999768,3526798653,3737084582,4279092507,1245250078
Equatorial Guinea,GNQ,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,288690280.2,301277618.3,421015984.4,471531064,488616171.5,543972667.3,901061020.4,2440935789,2805836747,3763463945,3569476981,4055894873,5418769256,5380816669,7063285944,10643726531,18306829396,22011462079,24503329731,22329409018,18263922392,21889346129,25687593217,25581464599,25707960046,21190569158,19263632756,20954718048,20614822457,19851081207,3569476981
Grenada,GRD,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,436140482.6,466577771.8,475897291.4,472707769.9,491098887.4,505674493.4,536289570.1,572162855,640588140.3,692884112,734808669,724132428.5,753881927.3,843000490.9,838101389.2,1053514584,1041581983,1119875084,1155463272,1052844458,1094309142,1138673428,1148161514,1240710385,1291198873,1373363286,1505284099,1631169567,1735657854,1800934720,734808669
Guatemala,GTM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,29697872868,32363875533,34601472110,36943079184,39270585757,42037846277,43883003311,46654208954,49757855337,52317536273,55436071590,58423901748,60973451964,63730651285,67330576886,71639439856,77407216880,84307587118,89541423612,90410311024,93543553753,99233215715,1.06E+11,1.09E+11,1.16E+11,1.25E+11,1.27E+11,1.31E+11,1.39E+11,1.47E+11,55436071590
Guyana,GUY,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2022533867,2101410477,2417014606,2790515643,3158090129,3408350045,3849013912,4115973138,4126106603,4273085411,4375616498,4554099086,4671427592,4763117173,5003092453,5090513189,5400702626,6104480033,6327454144,6602984912,7019788169,7491902054,7963099770,8427092335,8414383428,8643543935,8704968441,9284265203,9899293897,10597268677,4375616498
High income,HIC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1.85E+13,1.94E+13,2.03E+13,2.11E+13,2.23E+13,2.34E+13,2.46E+13,2.60E+13,2.71E+13,2.84E+13,3.04E+13,3.16E+13,3.28E+13,3.41E+13,3.63E+13,3.84E+13,4.14E+13,4.35E+13,4.48E+13,4.40E+13,4.62E+13,4.85E+13,5.03E+13,5.22E+13,5.40E+13,5.52E+13,5.69E+13,5.97E+13,6.33E+13,6.56E+13,3.04E+13
"Hong Kong SAR, China",HKG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1.01E+11,1.10E+11,1.19E+11,1.35E+11,1.46E+11,1.54E+11,1.60E+11,1.73E+11,1.68E+11,1.75E+11,1.90E+11,1.98E+11,2.01E+11,2.15E+11,2.39E+11,2.61E+11,2.93E+11,3.23E+11,3.45E+11,3.29E+11,3.53E+11,3.80E+11,3.79E+11,3.93E+11,4.04E+11,4.19E+11,4.30E+11,4.62E+11,4.88E+11,4.93E+11,1.90E+11
Honduras,HND,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,9591679733,9540296375,10263961217,11453858106,11716430639,12673286165,13142186453,14166626602,14907323945,15131605965,16508738720,17280507734,18133693000,19178423048,20773807320,22824412784,25008545050,27739987393,29311524918,28642526366,29729364274,31469455076,32447867601,33761586549,36611449126,40945953790,44383060571,49235457099,51314225974,53848093347,16508738720
Heavily indebted poor countries (HIPC),HPC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3.33E+11,3.47E+11,3.57E+11,3.76E+11,3.88E+11,4.14E+11,4.50E+11,4.80E+11,5.04E+11,5.27E+11,5.52E+11,5.86E+11,6.17E+11,6.56E+11,7.12E+11,7.81E+11,8.52E+11,9.36E+11,1.01E+12,1.07E+12,1.15E+12,1.22E+12,1.29E+12,1.41E+12,1.54E+12,1.67E+12,1.74E+12,1.84E+12,1.96E+12,2.08E+12,5.52E+11
Croatia,HRV,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,,36854190234,39586563314,42853377936,44184782069,43578635043,46425817570,48627108211,53478999333,56351215070,61469687227,64358097258,73160019924,81337586166,86582058329,82923293569,82217423903,86149863147,87276714050,90991209316,91545238334,96099799822,1.01E+11,1.09E+11,1.19E+11,1.25E+11,46425817570
Haiti,HTI,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,14420014448,15194114755,14714425160,14242630918,12843929141,14440755948,15329067804,16004551005,16527275350,17209351419,17769580261,18065798819,18479633635,19437108290,19736618190,21019982944,22154023586,24016041563,25097458189,26901403073,26199530812,28421070658,28430216992,29937659279,30660467812,31137922634,32913414265,32872760321,34202178741,34290707525,17769580261
Hungary,HUN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,84878499328,88882567167,90641103838,91849314656,94907887304,1.00E+11,1.04E+11,1.14E+11,1.27E+11,1.39E+11,1.48E+11,1.54E+11,1.61E+11,1.73E+11,1.77E+11,1.94E+11,1.98E+11,2.07E+11,2.18E+11,2.21E+11,2.36E+11,2.42E+11,2.52E+11,2.67E+11,2.78E+11,3.09E+11,3.32E+11,1.14E+11
IBRD only,IBD,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,9.88E+12,1.05E+13,1.09E+13,1.16E+13,1.22E+13,1.30E+13,1.40E+13,1.49E+13,1.52E+13,1.60E+13,1.73E+13,1.84E+13,1.96E+13,2.11E+13,2.34E+13,2.58E+13,2.92E+13,3.27E+13,3.58E+13,3.71E+13,4.04E+13,4.39E+13,4.71E+13,4.97E+13,5.19E+13,5.28E+13,5.51E+13,5.86E+13,6.30E+13,6.66E+13,1.73E+13
IDA & IBRD total,IBT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1.09E+13,1.16E+13,1.21E+13,1.28E+13,1.35E+13,1.43E+13,1.54E+13,1.64E+13,1.67E+13,1.76E+13,1.90E+13,2.03E+13,2.15E+13,2.32E+13,2.57E+13,2.83E+13,3.20E+13,3.58E+13,3.91E+13,4.06E+13,4.42E+13,4.79E+13,5.13E+13,5.43E+13,5.68E+13,5.80E+13,6.05E+13,6.43E+13,6.91E+13,7.31E+13,1.90E+13
IDA total,IDA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1.06E+12,1.12E+12,1.18E+12,1.22E+12,1.26E+12,1.34E+12,1.44E+12,1.51E+12,1.58E+12,1.66E+12,1.75E+12,1.88E+12,2.00E+12,2.14E+12,2.36E+12,2.59E+12,2.88E+12,3.14E+12,3.37E+12,3.57E+12,3.83E+12,4.06E+12,4.30E+12,4.63E+12,5.00E+12,5.29E+12,5.49E+12,5.79E+12,6.20E+12,6.58E+12,1.75E+12
IDA blend,IDB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,5.23E+11,5.54E+11,5.92E+11,5.98E+11,6.22E+11,6.54E+11,6.98E+11,7.25E+11,7.50E+11,7.89E+11,8.17E+11,8.79E+11,9.47E+11,1.01E+12,1.12E+12,1.23E+12,1.37E+12,1.48E+12,1.57E+12,1.66E+12,1.77E+12,1.89E+12,1.98E+12,2.10E+12,2.27E+12,2.36E+12,2.41E+12,2.52E+12,2.67E+12,2.78E+12,8.17E+11
Indonesia,IDN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,5.32E+11,5.88E+11,6.41E+11,7.06E+11,7.84E+11,8.64E+11,9.52E+11,1.01E+12,8.63E+11,8.64E+11,9.37E+11,1.02E+12,1.09E+12,1.16E+12,1.24E+12,1.35E+12,1.47E+12,1.61E+12,1.75E+12,1.85E+12,2.00E+12,2.17E+12,2.35E+12,2.46E+12,2.53E+12,2.56E+12,2.66E+12,2.80E+12,3.03E+12,3.24E+12,9.37E+11
IDA only,IDX,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,5.28E+11,5.55E+11,5.76E+11,6.09E+11,6.33E+11,6.78E+11,7.29E+11,7.77E+11,8.20E+11,8.66E+11,9.23E+11,9.89E+11,1.05E+12,1.12E+12,1.22E+12,1.35E+12,1.49E+12,1.65E+12,1.79E+12,1.90E+12,2.04E+12,2.15E+12,2.31E+12,2.52E+12,2.73E+12,2.92E+12,3.08E+12,3.28E+12,3.55E+12,3.81E+12,9.23E+11
India,IND,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1.04E+12,1.08E+12,1.16E+12,1.25E+12,1.36E+12,1.50E+12,1.65E+12,1.74E+12,1.87E+12,2.07E+12,2.19E+12,2.35E+12,2.48E+12,2.73E+12,3.02E+12,3.36E+12,3.74E+12,4.15E+12,4.36E+12,4.74E+12,5.17E+12,5.57E+12,6.08E+12,6.40E+12,6.70E+12,7.08E+12,7.58E+12,8.19E+12,8.91E+12,9.46E+12,2.19E+12
Ireland,IRL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,44794497115,47396940102,49461652008,52226640152,56671433761,62370468903,68326296710,75110812948,83443268330,88385344060,1.00E+11,1.07E+11,1.16E+11,1.25E+11,1.36E+11,1.46E+11,1.66E+11,1.78E+11,1.72E+11,1.58E+11,1.66E+11,1.67E+11,1.72E+11,1.87E+11,2.01E+11,2.50E+11,2.79E+11,2.98E+11,3.31E+11,3.52E+11,1.00E+11
"Iran, Islamic Rep.",IRN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,4.08E+11,4.73E+11,4.98E+11,5.16E+11,5.13E+11,5.46E+11,5.70E+11,5.90E+11,6.15E+11,6.20E+11,6.76E+11,6.97E+11,7.61E+11,8.42E+11,9.00E+11,9.57E+11,1.04E+12,1.16E+12,1.18E+12,1.20E+12,1.28E+12,1.34E+12,1.21E+12,1.18E+12,1.18E+12,1.07E+12,1.12E+12,1.17E+12,1.14E+12,1.07E+12,6.76E+11
Iraq,IRQ,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,47108801042,64159175676,86531405986,91789799730,95674663914,1.08E+11,1.32E+11,1.80E+11,2.13E+11,2.24E+11,2.34E+11,2.19E+11,1.52E+11,2.40E+11,2.35E+11,2.77E+11,2.95E+11,3.46E+11,3.61E+11,3.82E+11,4.14E+11,4.85E+11,5.13E+11,4.88E+11,3.67E+11,3.59E+11,4.09E+11,4.16E+11,4.45E+11,2.24E+11
Iceland,ISL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,5468272478,5681956428,5637867905,5836629047,6134314885,6288191402,6585868609,7170848031,7714561299,8038027657,8064542500,8781778011,9390431859,9382047315,10026022803,10526296723,11024730249,12070952687,10807260434,10705713985,10238006718,11022605833,11766282594,13631427234,14240759323,15371988995,17105490647,18576363678,20135309857,22127428164,8064542500
Israel,ISR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,68336830333,76849777675,84471701263,90000824539,98603765087,1.08E+11,1.15E+11,1.21E+11,1.28E+11,1.33E+11,1.47E+11,1.54E+11,1.60E+11,1.54E+11,1.67E+11,1.71E+11,1.81E+11,1.97E+11,1.97E+11,2.01E+11,2.16E+11,2.34E+11,2.44E+11,2.70E+11,2.80E+11,2.95E+11,3.20E+11,3.38E+11,3.68E+11,3.87E+11,1.47E+11
Italy,ITA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1.04E+12,1.09E+12,1.12E+12,1.14E+12,1.19E+12,1.25E+12,1.30E+12,1.35E+12,1.42E+12,1.45E+12,1.54E+12,1.59E+12,1.63E+12,1.66E+12,1.70E+12,1.75E+12,1.89E+12,1.99E+12,2.07E+12,2.05E+12,2.08E+12,2.17E+12,2.17E+12,2.18E+12,2.20E+12,2.23E+12,2.43E+12,2.54E+12,2.72E+12,2.78E+12,1.54E+12
Jamaica,JAM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,10394760553,11249518649,11958283975,14089442264,14166353048,14913398989,15588765745,15587445526,15410790591,15760080517,16228041676,16645742257,16954752901,17982395365,18754092246,19450170554,20809329777,21678729191,22157235804,21046043679,21372671663,22231524589,22954488139,23566809983,24036884622,24625714050,25585657883,27235168352,28158979412,29307630563,16228041676
Jordan,JOR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,14841466337,15068238280,17967493317,19429025050,20936215858,22918525818,23774028366,25367195217,26734048998,27996008742,30774337895,33307557554,35411238832,37776697092,42584601223,47618171224,53204381439,59300487027,63855156254,67384317379,68152856696,71405408235,73428347002,78636175092,80957978660,86722051517,89558829917,97405588013,1.02E+11,1.06E+11,30774337895
Japan,JPN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2.44E+12,2.60E+12,2.69E+12,2.74E+12,2.82E+12,2.96E+12,3.12E+12,3.21E+12,3.21E+12,3.25E+12,3.45E+12,3.55E+12,3.64E+12,3.75E+12,3.95E+12,4.13E+12,4.34E+12,4.55E+12,4.57E+12,4.35E+12,4.60E+12,4.70E+12,4.87E+12,5.13E+12,5.17E+12,5.33E+12,5.25E+12,5.40E+12,5.61E+12,5.70E+12,3.45E+12
Kazakhstan,KAZ,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,1.12E+11,99528055382,93059564486,94928583419,97846238436,97101206840,99187668383,1.08E+11,1.27E+11,1.43E+11,1.57E+11,1.75E+11,1.91E+11,2.13E+11,2.36E+11,2.42E+11,2.58E+11,2.73E+11,2.94E+11,3.20E+11,3.73E+11,3.84E+11,3.82E+11,3.82E+11,4.00E+11,4.19E+11,4.46E+11,1.08E+11
Kenya,KEN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,34026477004,35605308961,36191646089,36680955236,38771704140,41767711051,44630538249,45843342538,48049969212,49683779484,51242963038,54291635342,55555143739,58149160259,62892402120,69193318830,75717180969,82927905495,85046293991,88499791985,96815313091,1.05E+11,1.12E+11,1.25E+11,1.39E+11,1.59E+11,1.76E+11,1.99E+11,2.18E+11,2.33E+11,51242963038
Kyrgyz Republic,KGZ,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,10628644454,9377721219,8093087078,6492763962,6244463008,6824516377,7513690027,7666246652,7967010725,8582788124,9445299068,9620514407,10528230099,11405670076,11867795450,12852625677,14379148858,15456671499,16049689288,15740559549,16250508927,19767684145,21790220341,23953408502,24127188674,26964623071,29771394476,32237600375,32831510028,8582788124
Cambodia,KHM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,,8269467832,8857116579,9493646885,9989962358,11306776711,12642116509,13934468278,14956236449,16630363468,18802167692,21829777135,24961136700,28430776804,30812143007,31002587127,33148868045,36196062670,40199856425,43802730491,46099725659,49377507802,54385763728,58986036500,64567225381,71196229117,12642116509
Kiribati,KIR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,110786373,151200887.9,157766882.7,155831448.9,160735637.1,173104189.7,154199271.5,189434026.1,215785899.9,199261685.6,217156131.7,232653434.2,227221873,222507516.8,217292400.5,228478024.1,232628480.7,248005509.3,252582083,243191331.1,258637330.5,254926735.9,295962984.1,341023661.7,394526288.5,481486737.4,443043799.9,488705808.5,494662734.6,547067743.6,217156131.7
St. Kitts and Nevis,KNA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,368435545.2,369120019.1,388168732.1,423922605.8,456476201.2,496241343.1,527772503,569808228.4,564231786.4,588158466.4,664342297.6,712219658.8,730432263.9,703850038.1,765342487.5,877744867.5,946775379.9,983496317.3,1063391161,1028245803,1041403759,1085005761,1040063651,1095525002,1126403236,1138913289,1209140538,1254930910,1327099130,1392768471,664342297.6
"Korea, Rep.",KOR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3.58E+11,4.10E+11,4.45E+11,4.87E+11,5.43E+11,6.06E+11,6.66E+11,7.18E+11,6.84E+11,7.75E+11,8.66E+11,9.28E+11,1.02E+12,1.05E+12,1.14E+12,1.21E+12,1.30E+12,1.41E+12,1.47E+12,1.45E+12,1.58E+12,1.64E+12,1.70E+12,1.74E+12,1.80E+12,1.94E+12,2.03E+12,2.12E+12,2.26E+12,2.30E+12,8.66E+11
Kuwait,KWT,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,74798705011,94137877716,1.01E+11,1.14E+11,1.15E+11,1.24E+11,1.32E+11,1.26E+11,1.35E+11,1.34E+11,1.34E+11,1.57E+11,1.84E+11,2.11E+11,2.38E+11,2.54E+11,2.57E+11,2.39E+11,2.39E+11,2.62E+11,2.91E+11,2.96E+11,2.84E+11,2.01E+11,1.97E+11,2.38E+11,2.42E+11,,1.35E+11
Latin America & Caribbean (excluding high income),LAC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2.52E+12,2.72E+12,2.87E+12,2.99E+12,3.18E+12,3.30E+12,3.47E+12,3.71E+12,3.82E+12,3.86E+12,4.13E+12,4.24E+12,4.30E+12,4.46E+12,4.83E+12,5.20E+12,5.75E+12,6.26E+12,6.68E+12,6.64E+12,7.10E+12,7.65E+12,7.88E+12,8.25E+12,8.51E+12,8.48E+12,8.69E+12,9.14E+12,9.45E+12,9.78E+12,4.13E+12
Lao PDR,LAO,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,4368170315,4709919300,5085086519,5513348533,6083373163,6632795318,7219779093,7687086339,8043798420,8875429521,9354054067,10128844091,10925727063,11565351478,12833062903,14423987199,15626237268,17634679042,19143604680,21142119993,22373664604,24562505655,29339581968,32738513912,37279715378,39733495399,44835845958,47800441428,52359908021,57214083772,9354054067
Lebanon,LBN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,13120977869,16984651884,20622849024,22935783936,25634757536,28074044104,31422254564,32020338421,33183971581,33600323464,35040734795,36352321493,36609276891,33656173715,42476313045,46345388713,49273874853,56580458920,61987320720,67409785456,73126239448,75853128477,81684754405,88008051378,93092365036,97376540515,1.02E+11,1.09E+11,1.09E+11,1.02E+11,35040734795
Liberia,LBR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,,,,,,,2501365581,2462075675,2582706059,1775793700,1916106939,2134870485,2456347243,2838061027,3169296955,3402304566,3620075701,4164518139,4387996480,5130477810,5386476329,5269268963,5783171660,6469862957,6400386941,6515493615,2501365581
Libya,LBY,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,,,,,,,,,98907556528,1.15E+11,1.20E+11,1.38E+11,1.55E+11,1.69E+11,1.76E+11,1.76E+11,1.85E+11,71848542676,1.49E+11,1.25E+11,92283833247,81779062376,74186507345,90063923227,1.05E+11,1.09E+11,
St. Lucia,LCA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,845470670.5,875721892.7,977521443.4,995876007.4,1036987547,1070811820,1130049688,1139262435,1222179703,1277965219,1305852797,1270822435,1312261542,1379894924,1502710509,1544832856,1839797857,1904805361,2039867530,2034629669,2103471820,2297805121,2256306243,2340100704,2304064041,2220165274,2413765345,2558638549,2672942131,2774769472,1305852797
Latin America & Caribbean,LCN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2.67E+12,2.88E+12,3.04E+12,3.18E+12,3.39E+12,3.53E+12,3.71E+12,3.97E+12,4.09E+12,4.15E+12,4.43E+12,4.55E+12,4.62E+12,4.80E+12,5.19E+12,5.60E+12,6.20E+12,6.75E+12,7.18E+12,7.15E+12,7.65E+12,8.25E+12,8.52E+12,8.92E+12,9.21E+12,9.20E+12,9.43E+12,9.92E+12,1.03E+13,1.06E+13,4.43E+12
Least developed countries: UN classification,LDC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,4.32E+11,4.60E+11,4.59E+11,4.87E+11,5.06E+11,5.59E+11,6.01E+11,6.45E+11,6.79E+11,7.14E+11,7.67E+11,8.25E+11,8.85E+11,9.49E+11,1.04E+12,1.15E+12,1.28E+12,1.43E+12,1.55E+12,1.66E+12,1.79E+12,1.88E+12,2.02E+12,2.17E+12,2.35E+12,2.48E+12,2.61E+12,2.78E+12,2.99E+12,3.20E+12,7.67E+11
Low income,LIC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2.77E+11,2.88E+11,2.92E+11,3.08E+11,3.14E+11,3.36E+11,3.62E+11,3.86E+11,4.06E+11,4.23E+11,4.49E+11,4.81E+11,5.07E+11,5.40E+11,5.86E+11,6.47E+11,7.08E+11,7.90E+11,8.51E+11,9.04E+11,9.88E+11,1.00E+12,1.04E+12,1.12E+12,1.23E+12,1.32E+12,1.38E+12,1.45E+12,1.55E+12,1.64E+12,4.49E+11
